Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,AboutMe,Views,UpVotes,DownVotes,ProfileImageUrl,EmailHash,Age,AccountId
"113","1245","2008-08-02 05:39:54","tlrobinson","2016-10-15 15:50:19","http://tlrobinson.net","San Francisco, CA","","265","153","48","","","32","94"
"114","617","2008-08-02 05:40:36","Craig Smitham","2016-10-11 01:37:57","http://craigsmitham.com","","","116","39","3","","","","95"
"115","31606","2008-08-02 05:44:40","UnkwnTech","2016-10-13 21:42:53","http://arronchapman.com","Redding, CA, United States","<p>The desire to attempt the impossible is a key trait of most great programmers.</p>

<p>arron@arronchapman.com</p>
","3243","2919","479","","","28","96"
"116","128353","2008-08-02 05:51:57","Mark Harrison","2016-10-15 22:34:12","http://markharrison.net","Piedmont, CA","<p>I'm currently a Software Engineer at Google.</p>

<p>From 2001-2015 I worked at Pixar, where I was in charge of the Data Management Group. I had a 50 year charter to store and catalog all data and metadata related to the Studio's feature films.</p>

<p>Prior to that I lived in China and was the Chief Software Architect at AsiaInfo, the company that built China's internet.  While there my software was used to grow the China Internet from 200K to 65M users.  Since I've left that's grown to about 350M users.</p>

<p>I studied computer science and worked in Texas for many years.  I also wrote a couple of computer books.</p>

<p>feel free to drop me a line if you've got any feedback on stuff I've posted here!</p>

<p>marhar@gmail.com</p>
","13461","2421","38","https://i.stack.imgur.com/f6flX.jpg?s=128&g=1","","54","97"
"117","18628","2008-08-02 05:54:20","Peter Coulton","2016-10-14 16:12:15","http://www.petercoulton.com/","Middlesbrough, United Kingdom","","789","835","28","","","","98"
"118","9019","2008-08-02 06:12:32","Brian Willis","2016-10-15 02:41:38","http://brianwillis.com","","<p>I live over at brianwillis.com</p>

<p>Come say hi.</p>
","514","2197","14","","","32","99"
"119","79","2008-08-02 06:16:23","Jesse Ezell","2014-05-19 08:08:35","http://www.iserviceoriented.com","","test","96","1","0","","","","100"
"120","904","2008-08-02 06:23:02","hitec","2016-10-13 15:44:02","","Mumbai, India","<p>System.StackOverflowException</p>
","233","139","0","","","33","101"
"121","7941","2008-08-02 07:34:46","ricree","2015-01-20 13:17:16","","","","385","396","25","","","","102"
"122","27349","2008-08-02 07:56:07","Mike Stone","2016-10-15 02:04:19","http://reasonnumber.com/","Sunnyvale, CA","<p>I am a programmer by hobby and by profession.  At work, I (currently) mostly work with Java and web technologies, but I enjoy playing with other languages as well.  Ruby is my favorite language to use, and so I try to work with it whenever I find the opportunity (and it makes sense).</p>

<p>My operating system of choice is Linux (specifically Ubuntu), and my editor of choice is Emacs (I was converted by a combination of my current coworkers and articles from Steve Yegge).</p>
","2350","501","51","","","34","103"
"123","24332","2008-08-02 08:01:26","prakash","2016-10-14 08:24:00","http://www.praka.sh","Stockholm, Sweden","<p>Dad, Dreamer, Developer</p>
","2701","418","40","https://i.stack.imgur.com/Tn2xB.jpg?s=128&g=1","","","104"
"124","2851","2008-08-02 08:24:47","Daniel Broekman","2016-10-12 23:11:02","","Seattle, WA","","152","6","1","","","30","105"
"131","2506","2008-08-02 08:58:50","Marcel Tjandraatmadja","2015-10-09 04:11:01","","Melbourne, Australia","<p>My github account: <a href=""https://github.com/mrmarcel"" rel=""nofollow"">https://github.com/mrmarcel</a></p>

<p>My linked in profile: <a href=""http://au.linkedin.com/pub/marcel-tjandraatmadja/6/246/180"" rel=""nofollow"">http://au.linkedin.com/pub/marcel-tjandraatmadja/6/246/180</a></p>
","825","470","20","","","","106"
"133","9705","2008-08-02 09:06:05","Luke Girvin","2016-10-15 16:31:20","http://twitter.com/lgirvin","Norwich, United Kingdom","<p>Web developer (C#, JavaScript, SQL Server, Oracle), Emacs user, and Norwich City fan.</p>
","1157","3358","450","https://i.stack.imgur.com/LNtwN.png?s=128&g=1","","","107"
"134","386","2008-08-02 09:12:56","Stephen Hendry","2008-09-25 15:12:35","http://stephenhendry.net","London, United Kingdom","To be filled in at some point","64","5","0","","","32","108"
"135","2045","2008-08-02 10:11:35","Rob Burke","2016-10-11 13:49:40","http://rob.ie/","Dublin, Ireland","<p>Navision / C# developer with all the appropriate SQL-fu that goes with the aforementioned.
<br /><br />
Dabble in Python, Ruby, and Linux system administration.
<br /><br />
I also administer Exchange 2007, Active Directory, Blackberry, and various Windows servers.
<br /><br />
I'm a rugby player and fan and spend far too much time going to the movies.</p>
","390","95","7","","","29","109"
"136","22703","2008-08-02 10:21:53","Michiel de Mare","2016-10-11 11:28:42","","Amsterdam, Netherlands","<p>I've been programming since I was twelve years old - Basic, Pascal, C, C++, Java, Ruby. I've done a lot of Java, and since 2006 I'm working mostly with Ruby, and sometimes a bit of Clojure.</p>
","1571","539","91","","","41","110"
"137","14983","2008-08-02 10:46:12","Polsonby","2016-10-15 10:13:34","","England, United Kingdom","","814","365","45","","","49","111"
"139","2152","2008-08-02 11:34:21","bentsai","2016-10-11 20:11:26","http://bentsai.wordpress.com","Pittsburgh, PA","<p>I enjoy pizza.</p>
","142","406","5","","","37","112"
"140","415","2008-08-02 11:49:27","Rufo Sanchez","2014-10-21 21:37:30","http://rufosanchez.com/","Rochester, NY","Ruby/Rails/Javascript-oriented programmer located in Rochester, NY.","152","73","7","","","32","113"
"142","14247","2008-08-02 12:41:43","Lehane","2016-06-11 20:10:35","http://becomeaprogrammerin21years.blogspot.com/","Ireland","Software programmer","464","106","3","","","35","114"
"143","6604","2008-08-02 12:45:43","Robert Höglund","2016-10-14 13:56:17","http://blog.roberthoglund.com/","Uppsala, Sweden","<p>dotnet programmer by day, cocoa novice by night</p>
","844","269","3","","","39","115"
"144","3733","2008-08-02 14:22:14","Issac Kelly","2016-10-16 00:25:56","http://www.issackelly.com","Palo Alto, CA","<p>Developer, Python/Django primarily.</p>
","388","116","9","","","29","116"
"145","9416","2008-08-02 14:40:17","akdom","2016-10-15 23:49:06","http://blog.echoet.com/","New York, NY","<p>I've done System Administration for a small non-profit for the last few years while going to school full time.  This entailed building a half-decent knowledge of Linux and Mac OSX system administration and learning PHP and Bash as well as some Perl and Python.  I'm currently working on a couple side projects (yet to be disclosed), and a Bachelors in Computer Science.</p>
","1146","576","7","","","","117"
"146","3597","2008-08-02 14:49:20","Sam Schutte","2016-10-11 16:26:22","http://www.unstoppablesoftware.com","Cincinnati, OH","<p>President of <a href=""http://www.unstoppablesoftware.com"" rel=""nofollow"">Unstoppable Software, Inc.</a>, a custom software development shop that focuses on building solutions for healthcare, engineering, and industrial companies.  Our ability to ""bolt on"" to your team to deliver solutions on-time and on-budget set us apart from a the herd of staff aug consultants that it's your problem to manage.  Reach out to us at 866-237-0911 if you'd like to learn more about how we engage for incredible ROI, or read the case studies below to learn just how great that ROI can be:</p>

<p><a href=""http://unstoppablesoftware.com/portfolio-posts/inspection-fines-management-system/"" rel=""nofollow"">Inspection Fines Management System</a>: <strong>4000% ROI over two years</strong>
<br></p>

<p><a href=""http://unstoppablesoftware.com/portfolio-posts/patient-diag-treatment-mgmt-system/"" rel=""nofollow"">Automated Patient Diagnostics System/EMR</a>: <strong>50%+ productivity and $200,000 annual audit risk reduction</strong></p>

<p><a href=""http://unstoppablesoftware.com/portfolio-posts/3d-web-based-cad-system/"" rel=""nofollow"">Sales Enablement Through Automated CAD Design</a>: <strong>1,000% ROI through lead time reduction from 2 weeks to 5 minutes</strong></p>

<p>If you're not ready to engage for a full project, check out some of our micro-engagements which can deliver incredible value in a very short time:</p>

<p><a href=""http://unstoppablesoftware.com/services/micro"" rel=""nofollow"">Micro Engagements</a>
<br><br>
sschutte@unstoppablesoftware.com</p>
","504","604","14","https://i.stack.imgur.com/9n0Df.jpg","","19","118"
"147","10150","2008-08-02 14:57:08","Gareth Simpson","2016-09-20 15:22:03","http://xurble.org/","Burbank, CA","Just zis guy, you know?","490","284","24","","","42","119"
"148","9516","2008-08-02 15:01:32","Adrian Clark","2016-10-13 06:57:46","http://aydsblog.blogspot.com","Brisbane, Australia","<p>I'm a Microsoft .Net Developer and work in both the Windows and Web Application spaces.  I really enjoy writing code, solving problems and helping people with technology.</p>
","536","325","26","","","35","120"
"149","9661","2008-08-02 15:03:56","Rob Allen","2016-10-14 10:37:25","http://careers.stackoverflow.com/roballen","Boston, MA","<p>Manager of Software Development, Boston, MA </p>

<p>See also, <a href=""http://twitter.com/robspages"" rel=""nofollow"">Twitter</a>, <a href=""http://www.linkedin.com/pub/rob-allen/1/687/aa8"" rel=""nofollow"">LinkedIn</a> </p>
","1366","945","28","","","38","121"
"150","5471","2008-08-02 16:09:34","ESV","2016-10-14 15:45:14",""," "," ","279","755","13","","","","122"
"151","1898","2008-08-02 16:20:32","Darren Greaves","2016-10-15 15:48:38","http://boncey.org","London, United Kingdom","<p>Freelance software developer living in the UK.</p>

<ul>
<li><a href=""http://boncey.org/"" rel=""nofollow"">http://boncey.org/</a></li>
<li><a href=""http://twitter.com/boncey"" rel=""nofollow"">http://twitter.com/boncey</a></li>
<li><a href=""https://github.com/boncey"" rel=""nofollow"">https://github.com/boncey</a></li>
</ul>
","331","576","0","","","","123"
"152","2679","2008-08-02 17:25:04","Jonesinator","2016-07-21 15:48:17","http://jonesinator.com","Boulder, CO","","118","26","7","https://i.stack.imgur.com/oXFHS.jpg?s=128&g=1","","31","124"
"153","1688","2008-08-02 17:26:08","jaredg","2013-08-15 23:25:10","","California","","331","61","0","","","","125"
"154","3598","2008-08-02 17:32:17","Matt","2016-10-14 19:56:20","","Canada","<p><i>Interests include:</i> bicycle maintenance, distributed systems, and tools development.</p>

<p><i>Languages of interest:</i> C, Java, Python.</p>
","226","41","63","","","30","126"
"155","720","2008-08-02 17:33:51","garg","2015-10-06 15:54:58","","","","188","344","3","","","","127"
"156","10461","2008-08-02 17:36:27","Joe Shaw","2016-10-13 18:01:05","https://joeshaw.org","Columbus, OH","<p>I am a software team lead at <a href=""http://litl.com"" rel=""nofollow"">litl</a> for our server team.  We build and operate the backend services and infrastructure powering <a href=""https://roomformore.com"" rel=""nofollow"">Room for More</a> and the <a href=""http://imagefly.io"" rel=""nofollow"">ImageFly</a> on-demand responsive image service.</p>

<p>Over the years I've worked on <a href=""http://joeshaw.org/about"" rel=""nofollow"">many different things</a>, including Linux software management, hardware integration in the Linux desktop, desktop search, cluster and service management, a largely JavaScript operating system, embedded firmware, and web services.</p>

<p>I've contributed a lot to open source over the years, especially the GNOME project.</p>

<p>These days I mostly program in Python and Go, with some C and JavaScript sprinkled in.  In the past I've done C# as well.</p>
","784","930","45","","","36","128"
"157","31114","2008-08-02 17:42:25","nlucaroni","2016-04-27 14:11:21","http://stackoverflow.com/users/157/","New Rochelle, NY","<p><b>Home:</b> Functional Programming (OCaml), Scientific Computing, Statistics, <br/>
<b>Work:</b> Functional Programming (Scala), Java, REST µServices, <br/></p>
","1627","1481","586","","","33","129"
"159","1104","2008-08-02 18:20:52","Holtorf","2016-10-13 22:14:51","","New York, United States","<p>I here to kick butt and code software. </p>

<p>I'm all out of butt.</p>
","198","1015","17","","","28","130"
"160","356","2008-08-02 18:35:58","Louis Salin","2016-10-14 20:38:46","http://louissalin.lostechies.com","Austin, TX","I'm just trying to get better at what I do","114","78","1","https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1","","39","131"
"161","2608","2008-08-02 18:49:07","Federico Builes","2016-10-13 15:42:27","http://mheroin.com","Medellin, Colombia","<p>More icy-beams por favor.</p>
","500","261","8","","","30","132"
"162","1848","2008-08-02 20:09:15","Paul G","2016-10-14 18:55:20","http://None","Murfreesboro, TN","<p>Solutions architect for a content distributor</p>

<h1>SOreadytohelp</h1>
","487","1579","3","","","46","133"
"163","4801","2008-08-02 20:40:09","thelsdj","2016-10-16 04:18:12","http://blog.thelsdj.org/","Vallejo, CA","C# business logic programmer by day, electronic music and science fiction fan by night","358","294","22","","","34","134"
"164","10736","2008-08-02 20:59:47","John Siracusa","2016-10-06 17:49:00","http://hypercritical.co","Newton, MA","<p>Web developer, podcaster, freelance technology writer.</p>
","4275","212","24","","","42","135"
"166","1329","2008-08-02 21:28:38","Ryan Olson","2016-10-14 01:29:09","http://gimpysoft.com","Los Angeles, California United States","<p>Perl and Bikes and Food</p>

<p>Twitter: @gimpson</p>
","231","421","13","https://i.stack.imgur.com/bolro.jpg","","41","136"
"168","1041","2008-08-02 21:53:24","Dan Wolchonok","2015-11-21 18:48:21","http://dwolchon.com","","","235","47","2","","","","137"
"169","4780","2008-08-02 22:51:03","Arnold Zokas","2016-10-14 16:13:07","http://www.opentable.co.uk/","London, United Kingdom","<p>Developer at OpenTable</p>
","582","1949","14","","","","138"
"170","2600","2008-08-02 23:13:02","UberAlex","2015-04-17 22:03:36","http://www.oconnoat.com","Dublin, Ireland","<p>Computer Science Researcher in Ireland.
Mainly Java &amp; Python. 
Interests in Semantics, Databases, Social Networks, Customer Support and Adaptivity.</p>
","176","147","7","","","35","139"
"171","2562","2008-08-02 23:47:08","dagorym","2016-10-07 16:37:06","http://www.thomasstephens.info","Spanish Fork, UT","<p>Self-taught programmer, Astronomy Ph.D. formerly a contractor for NASA as a developer on the NASA Fermi Gamma-ray Space Telescope.  Now the Physics, Astronomy, Math, and Computer Science librarian at BYU.</p>
","257","347","1","","","44","140"
"172","711","2008-08-02 23:55:05","Bruce the Hoon","2016-09-19 17:27:47","","Las Vegas, NV","","134","18","1","","","39","141"
"173","576","2008-08-03 01:04:00","Justin Walgran","2014-04-13 17:24:05","http://walgran.com/justin","Lewisburg, PA","Professional .NET programmer and part time rock god. ","101","49","18","https://www.gravatar.com/avatar/c3a9af4bea6a400c0d5d44cbc14ff27c?s=128&d=identicon&r=PG","","37","142"
